item_id,csv_row_number,expected_key,question,status,error,question_dir,ground_truth_table_csv
row_419,419,control_backbone,"In Durvalumab trials for Multiple Myeloma where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_419__In_Durvalumab_trials_for_Multiple_Myeloma_where_chemotherapy_was_the_control_identify_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_419__In_Durvalumab_trials_for_Multiple_Myeloma_where_chemotherapy_was_the_control_identify_the/ground_truth_table.csv
row_433,433,control_backbone,"In Nivolumab, Ipilimumab trials for Melanoma where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_433__In_Nivolumab_Ipilimumab_trials_for_Melanoma_where_chemotherapy_was_the_control_identify_th,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_433__In_Nivolumab_Ipilimumab_trials_for_Melanoma_where_chemotherapy_was_the_control_identify_th/ground_truth_table.csv
row_439,439,control_backbone,"In Atezolizumab trials for Renal cell where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_439__In_Atezolizumab_trials_for_Renal_cell_where_chemotherapy_was_the_control_identify_the_chem,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_439__In_Atezolizumab_trials_for_Renal_cell_where_chemotherapy_was_the_control_identify_the_chem/ground_truth_table.csv
row_440,440,control_backbone,"In Atezolizumab+Trastuzumab emtansine+Placebo trials for Esophageal/GEJ where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_440__In_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_for_Esophageal_GEJ_where_chemotherapy,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_440__In_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_for_Esophageal_GEJ_where_chemotherapy/ground_truth_table.csv
row_441,441,control_backbone,"In Durvalumab, Tremelimumab trials for Melanoma where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_441__In_Durvalumab_Tremelimumab_trials_for_Melanoma_where_chemotherapy_was_the_control_identify,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_441__In_Durvalumab_Tremelimumab_trials_for_Melanoma_where_chemotherapy_was_the_control_identify/ground_truth_table.csv
row_449,449,control_backbone,"In Ipilimumab trials for Colorectal where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_449__In_Ipilimumab_trials_for_Colorectal_where_chemotherapy_was_the_control_identify_the_chemot,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_449__In_Ipilimumab_trials_for_Colorectal_where_chemotherapy_was_the_control_identify_the_chemot/ground_truth_table.csv
row_454,454,control_backbone,"In Nivolumab, Ipilimumab trials for Multiple Myeloma where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_454__In_Nivolumab_Ipilimumab_trials_for_Multiple_Myeloma_where_chemotherapy_was_the_control_ide,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_454__In_Nivolumab_Ipilimumab_trials_for_Multiple_Myeloma_where_chemotherapy_was_the_control_ide/ground_truth_table.csv
row_458,458,control_backbone,"In Ipilimumab trials for Breast where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_458__In_Ipilimumab_trials_for_Breast_where_chemotherapy_was_the_control_identify_the_chemothera,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_458__In_Ipilimumab_trials_for_Breast_where_chemotherapy_was_the_control_identify_the_chemothera/ground_truth_table.csv
row_460,460,control_backbone,"In Nivolumab trials for Hepatocellular where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_460__In_Nivolumab_trials_for_Hepatocellular_where_chemotherapy_was_the_control_identify_the_che,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_460__In_Nivolumab_trials_for_Hepatocellular_where_chemotherapy_was_the_control_identify_the_che/ground_truth_table.csv
row_467,467,control_backbone,"In Chemotherapy trials for Breast where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_467__In_Chemotherapy_trials_for_Breast_where_chemotherapy_was_the_control_identify_the_chemothe,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_467__In_Chemotherapy_trials_for_Breast_where_chemotherapy_was_the_control_identify_the_chemothe/ground_truth_table.csv
row_468,468,control_backbone,"In Brentuximab-vedotin trials for Pancreatic where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_468__In_Brentuximab_vedotin_trials_for_Pancreatic_where_chemotherapy_was_the_control_identify_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_468__In_Brentuximab_vedotin_trials_for_Pancreatic_where_chemotherapy_was_the_control_identify_t/ground_truth_table.csv
row_470,470,control_backbone,"In Durvalumab, Tremelimumab trials for Breast where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_470__In_Durvalumab_Tremelimumab_trials_for_Breast_where_chemotherapy_was_the_control_identify_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_470__In_Durvalumab_Tremelimumab_trials_for_Breast_where_chemotherapy_was_the_control_identify_t/ground_truth_table.csv
row_474,474,control_backbone,"In Atezolizumab+Trastuzumab emtansine+Placebo trials for Bladder where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_474__In_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_for_Bladder_where_chemotherapy_was_th,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_474__In_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_for_Bladder_where_chemotherapy_was_th/ground_truth_table.csv
row_478,478,control_backbone,"In Tremelimumab trials for Multiple Myeloma where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_478__In_Tremelimumab_trials_for_Multiple_Myeloma_where_chemotherapy_was_the_control_identify_th,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_478__In_Tremelimumab_trials_for_Multiple_Myeloma_where_chemotherapy_was_the_control_identify_th/ground_truth_table.csv
row_481,481,control_backbone,"In Nivolumab trials for Pancreatic where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_481__In_Nivolumab_trials_for_Pancreatic_where_chemotherapy_was_the_control_identify_the_chemoth,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_481__In_Nivolumab_trials_for_Pancreatic_where_chemotherapy_was_the_control_identify_the_chemoth/ground_truth_table.csv
row_492,492,control_backbone,"In Nivolumab trials for Prostate where chemotherapy was the control, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_492__In_Nivolumab_trials_for_Prostate_where_chemotherapy_was_the_control_identify_the_chemother,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_backbone__row_492__In_Nivolumab_trials_for_Prostate_where_chemotherapy_was_the_control_identify_the_chemother/ground_truth_table.csv
row_26,26,control_category,"In Small Cell Lung Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_26__In_Small_Cell_Lung_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppo,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_26__In_Small_Cell_Lung_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppo/ground_truth_table.csv
row_27,27,control_category,"In Renal cell Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_27__In_Renal_cell_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_27__In_Renal_cell_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_33,33,control_category,"In Urothelial Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_33__In_Urothelial_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_33__In_Urothelial_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_101,101,control_category,"In NSCLC Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_101__In_NSCLC_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_care,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_101__In_NSCLC_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_care/ground_truth_table.csv
row_103,103,control_category,"In Gastric/GEJ Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_103__In_Gastric_GEJ_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportiv,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_103__In_Gastric_GEJ_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportiv/ground_truth_table.csv
row_129,129,control_category,"In Melanoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_129__In_Melanoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_129__In_Melanoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c/ground_truth_table.csv
row_148,148,control_category,"In Head and Neck Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_148__In_Head_and_Neck_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_support,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_148__In_Head_and_Neck_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_support/ground_truth_table.csv
row_157,157,control_category,"In Pancreatic Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_157__In_Pancreatic_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_157__In_Pancreatic_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_245,245,control_category,"In Prostate Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_245__In_Prostate_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_245__In_Prostate_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c/ground_truth_table.csv
row_258,258,control_category,"In Hepatocellular Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_258__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_258__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor/ground_truth_table.csv
row_328,328,control_category,"In Multiple Myeloma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_328__In_Multiple_Myeloma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_328__In_Multiple_Myeloma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp/ground_truth_table.csv
row_347,347,control_category,"In Non-Small Cell Lung Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_347__In_Non_Small_Cell_Lung_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_s,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_347__In_Non_Small_Cell_Lung_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_s/ground_truth_table.csv
row_375,375,control_category,"In Hodgkin Lymphoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_375__In_Hodgkin_Lymphoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_375__In_Hodgkin_Lymphoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp/ground_truth_table.csv
row_421,421,control_category,"In Bladder Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_421__In_Bladder_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_ca,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_421__In_Bladder_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_ca/ground_truth_table.csv
row_443,443,control_category,"In Colorectal Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_443__In_Colorectal_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_443__In_Colorectal_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_452,452,control_category,"In Mesothelioma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_452__In_Mesothelioma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supporti,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_452__In_Mesothelioma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supporti/ground_truth_table.csv
row_490,490,control_category,"In Breast Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_490__In_Breast_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_car,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_category__row_490__In_Breast_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_car/ground_truth_table.csv
row_24,24,control_drugs,"In NSCLC trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_24__In_NSCLC_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_contr,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_24__In_NSCLC_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_contr/ground_truth_table.csv
row_85,85,control_drugs,"In Esophageal/GEJ trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_85__In_Esophageal_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_85__In_Esophageal_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from/ground_truth_table.csv
row_98,98,control_drugs,"In Mesothelioma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_98__In_Mesothelioma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_th,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_98__In_Mesothelioma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_th/ground_truth_table.csv
row_100,100,control_drugs,"In Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_100__In_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_100__In_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from/ground_truth_table.csv
row_110,110,control_drugs,"In Renal cell trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_110__In_Renal_cell_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_110__In_Renal_cell_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_114,114,control_drugs,"In Pancreatic trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_114__In_Pancreatic_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_114__In_Pancreatic_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_115,115,control_drugs,"In Gastric/GEJ trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_115__In_Gastric_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_115__In_Gastric_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_151,151,control_drugs,"In Prostate trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_151__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_151__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co/ground_truth_table.csv
row_172,172,control_drugs,"In Non-Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_172__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_172__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs/ground_truth_table.csv
row_200,200,control_drugs,"In Multiple Myeloma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_200__In_Multiple_Myeloma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_200__In_Multiple_Myeloma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro/ground_truth_table.csv
row_207,207,control_drugs,"In Melanoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_207__In_Melanoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_207__In_Melanoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co/ground_truth_table.csv
row_270,270,control_drugs,"In Hodgkin Lymphoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_270__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_270__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro/ground_truth_table.csv
row_290,290,control_drugs,"In Bladder trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_290__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_290__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con/ground_truth_table.csv
row_314,314,control_drugs,"In Breast trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_314__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_314__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont/ground_truth_table.csv
row_369,369,control_drugs,"In Urothelial trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_369__In_Urothelial_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_369__In_Urothelial_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_416,416,control_drugs,"In Hepatocellular trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_416__In_Hepatocellular_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_416__In_Hepatocellular_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from/ground_truth_table.csv
row_424,424,control_drugs,"In Head and Neck trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_424__In_Head_and_Neck_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_424__In_Head_and_Neck_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_t/ground_truth_table.csv
row_432,432,control_drugs,"In Colorectal trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_432__In_Colorectal_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/control_drugs__row_432__In_Colorectal_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_25,25,endpoint_role,"In Melanoma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/endpoint_role__row_25__In_Melanoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths/questions/endpoint_role__row_25__In_Melanoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on/ground_truth_table.csv
