item_id,csv_row_number,question,column_used,expected_keys_json,question_dir,ground_truth_row_count
row_121,121,"In Hepatocellular trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",Follow-up duration for primary endpoint(s) in months | Overall,"[""maturity""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_121__In_Hepatocellular_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma,2
row_125,125,"In Hodgkin Lymphoma trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_125__In_Hodgkin_Lymphoma_trials_convert_Type_of_therapy_into_is_combination_true_false,1
row_126,126,"In Breast trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_126__In_Breast_trials_convert_Type_of_therapy_into_is_combination_true_false,11
row_128,128,"In NSCLC trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_128__In_NSCLC_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_CT,1
row_129,129,"In Melanoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,"[""control_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_129__In_Melanoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,18
row_130,130,"For Ipilimumab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).",Total sample size,"[""size_bucket""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_130__For_Ipilimumab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,20
row_131,131,"In Multiple Myeloma trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,"[""is_follow_up""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_131__In_Multiple_Myeloma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,2
row_132,132,"In NSCLC combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,"[""combo_type_norm""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_132__In_NSCLC_combination_therapy_trials_normalize_the_combination_type_to_standardized_labels,1
row_134,134,"In Melanoma trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,"[""is_follow_up""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_134__In_Melanoma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,26
row_136,136,"In Non-Small Cell Lung studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,"[""tki_agents""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/tki_agents__row_136__In_Non_Small_Cell_Lung_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatme,1
row_137,137,"In Hodgkin Lymphoma trials, interpret the PD-L1 requirement flag as boolean true/false.",Is PD-L1 positivity inclusion criteria,"[""pd_l1_required""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_137__In_Hodgkin_Lymphoma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,1
row_138,138,"In Breast trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.",Secondary endpoint,"[""irAE_assessed""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/irAE_assessed__row_138__In_Breast_trials_from_the_secondary_endpoint_text_flag_if_immune_related_adverse_events_ir,11
row_139,139,"For Avelumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,"[""trial_acronym""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_139__For_Avelumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e_g_KEY,2
row_142,142,"For Atezolizumab+Trastuzumab emtansine+Placebo trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,"[""era""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_142__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_the_publication_year_into_201,1
row_143,143,"In Prostate trials, interpret the PD-L1 requirement flag as boolean true/false.",Is PD-L1 positivity inclusion criteria,"[""pd_l1_required""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_143__In_Prostate_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,3
row_144,144,"In Non-Small Cell Lung trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_144__In_Non_Small_Cell_Lung_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD,45
row_145,145,"In Renal cell combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,"[""combo_type_norm""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_145__In_Renal_cell_combination_therapy_trials_normalize_the_combination_type_to_standardized_la,11
row_148,148,"In Head and Neck Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,"[""control_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_148__In_Head_and_Neck_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_support,9
row_149,149,"In Melanoma trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.",Clinical setting,"[""setting_normalized""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_149__In_Melanoma_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periopera,26
row_150,150,"In Mesothelioma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,"[""endpoint_role""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_150__In_Mesothelioma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based,3
row_152,152,"In Prostate trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,"[""endpoint_role""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_152__In_Prostate_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on,3
row_153,153,"For Atezolizumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Treatment regimen,"[""added_agents""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_153__For_Atezolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime,17
row_154,154,"In Head and Neck Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,"[""primary_endpoint_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_154__In_Head_and_Neck_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DF,9
row_155,155,"In Head and Neck trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Number of arms,"[""arm_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_155__In_Head_and_Neck_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,9
row_158,158,"In Non-Small Cell Lung combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,"[""combo_type_norm""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_158__In_Non_Small_Cell_Lung_combination_therapy_trials_normalize_the_combination_type_to_standa,20
row_160,160,"In Colorectal trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.",Clinical setting,"[""setting_normalized""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_160__In_Colorectal_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periope,4
row_161,161,"In Renal cell trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Number of arms,"[""arm_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_161__In_Renal_cell_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,14
row_162,162,"For Brentuximab-vedotin trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).",Total sample size,"[""size_bucket""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_162__For_Brentuximab_vedotin_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_lar,1
row_163,163,"In Melanoma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",Follow-up duration for primary endpoint(s) in months | Overall,"[""maturity""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_163__In_Melanoma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_o,26
row_164,164,"For Pembrolizumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,"[""trial_acronym""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_164__For_Pembrolizumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e,2
row_165,165,"In Small Cell Lung trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.",Clinical setting,"[""setting_normalized""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_165__In_Small_Cell_Lung_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_pe,14
row_170,170,"For Pembrolizumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Treatment regimen,"[""added_agents""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_170__For_Pembrolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regim,20
row_171,171,"For Ipilimumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).",Trial phase,"[""phase_bucket""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_171__For_Ipilimumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,20
row_172,172,"In Non-Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,"[""control_drugs""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_172__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs,36
row_173,173,"For Durvalumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).",Trial phase,"[""phase_bucket""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_173__For_Durvalumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,11
row_175,175,"In Pancreatic trials, interpret the PD-L1 requirement flag as boolean true/false.",Is PD-L1 positivity inclusion criteria,"[""pd_l1_required""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_175__In_Pancreatic_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,2
row_176,176,"In Urothelial trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",Follow-up duration for primary endpoint(s) in months | Overall,"[""maturity""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_176__In_Urothelial_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature,7
row_179,179,"In Gastric/GEJ trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,"[""endpoint_role""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_179__In_Gastric_GEJ_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based,8
row_180,180,"In Mesothelioma trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_180__In_Mesothelioma_trials_convert_Type_of_therapy_into_is_combination_true_false,3
row_182,182,"In Hodgkin Lymphoma trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_182__In_Hodgkin_Lymphoma_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1,1
row_185,185,"In Breast trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Number of arms,"[""arm_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_185__In_Breast_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,11
row_186,186,"In Hepatocellular trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.",Secondary endpoint,"[""irAE_assessed""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/irAE_assessed__row_186__In_Hepatocellular_trials_from_the_secondary_endpoint_text_flag_if_immune_related_adverse_e,2
row_187,187,"In Colorectal combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,"[""combo_type_norm""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_187__In_Colorectal_combination_therapy_trials_normalize_the_combination_type_to_standardized_la,2
row_189,189,"In Multiple Myeloma trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Number of arms,"[""arm_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_189__In_Multiple_Myeloma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,2
row_191,191,"For Brentuximab-vedotin trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,"[""era""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_191__For_Brentuximab_vedotin_trials_bucket_the_publication_year_into_2014_2015_2018_2019,1
row_193,193,"In Hepatocellular trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.",Clinical setting,"[""setting_normalized""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_193__In_Hepatocellular_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_per,2
row_195,195,"For Atezolizumab trials in Breast, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,"[""trial_acronym""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_195__For_Atezolizumab_trials_in_Breast_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNOT,3
row_197,197,"For Durvalumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Treatment regimen,"[""added_agents""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_197__For_Durvalumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen,4
row_198,198,"In NSCLC trials, interpret the PD-L1 requirement flag as boolean true/false.",Is PD-L1 positivity inclusion criteria,"[""pd_l1_required""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_198__In_NSCLC_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,1
row_200,200,"In Multiple Myeloma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,"[""control_drugs""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_200__In_Multiple_Myeloma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,2
row_201,201,"In Renal cell Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,"[""primary_endpoint_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_201__In_Renal_cell_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D,12
row_203,203,"In Prostate trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.",Clinical setting,"[""setting_normalized""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_203__In_Prostate_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periopera,3
row_204,204,"In Prostate trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,"[""is_follow_up""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_204__In_Prostate_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,3
row_205,205,"In Urothelial trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_205__In_Urothelial_trials_convert_Type_of_therapy_into_is_combination_true_false,7
row_207,207,"In Melanoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,"[""control_drugs""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_207__In_Melanoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,11
row_209,209,"In Prostate trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.",Secondary endpoint,"[""irAE_assessed""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/irAE_assessed__row_209__In_Prostate_trials_from_the_secondary_endpoint_text_flag_if_immune_related_adverse_events,3
row_210,210,"In Gastric/GEJ trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.",Clinical setting,"[""setting_normalized""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_210__In_Gastric_GEJ_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periop,8
row_213,213,"In Renal cell trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_213__In_Renal_cell_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,14
row_215,215,"In Colorectal trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_215__In_Colorectal_trials_convert_Type_of_therapy_into_is_combination_true_false,4
row_216,216,"In Bladder trials, interpret the PD-L1 requirement flag as boolean true/false.",Is PD-L1 positivity inclusion criteria,"[""pd_l1_required""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_216__In_Bladder_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,3
row_217,217,"In Breast trials, interpret the PD-L1 requirement flag as boolean true/false.",Is PD-L1 positivity inclusion criteria,"[""pd_l1_required""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_217__In_Breast_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,11
row_218,218,"In Colorectal trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_218__In_Colorectal_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,4
row_220,220,"For Durvalumab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).",Total sample size,"[""size_bucket""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_220__For_Durvalumab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,11
row_221,221,"In Mesothelioma Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,"[""primary_endpoint_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_221__In_Mesothelioma_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS,1
row_223,223,"For Nivolumab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).",Total sample size,"[""size_bucket""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_223__For_Nivolumab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,26
row_224,224,"For Durvalumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,"[""era""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_224__For_Durvalumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,11
row_228,228,"In Breast trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_228__In_Breast_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_C,11
row_229,229,"In Gastric/GEJ trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Number of arms,"[""arm_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_229__In_Gastric_GEJ_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,8
row_230,230,"In Gastric/GEJ trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",Follow-up duration for primary endpoint(s) in months | Overall,"[""maturity""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_230__In_Gastric_GEJ_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immatur,8
row_232,232,"In Esophageal/GEJ trials, interpret the PD-L1 requirement flag as boolean true/false.",Is PD-L1 positivity inclusion criteria,"[""pd_l1_required""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_232__In_Esophageal_GEJ_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,2
row_233,233,"In Melanoma trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_233__In_Melanoma_trials_convert_Type_of_therapy_into_is_combination_true_false,26
row_236,236,"In Multiple Myeloma combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,"[""combo_type_norm""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_236__In_Multiple_Myeloma_combination_therapy_trials_normalize_the_combination_type_to_standardi,2
row_237,237,"In Renal cell Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,"[""primary_endpoint_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_237__In_Renal_cell_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D,2
row_238,238,"In Breast combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,"[""combo_type_norm""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_238__In_Breast_combination_therapy_trials_normalize_the_combination_type_to_standardized_labels,9
row_242,242,"In Head and Neck trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_242__In_Head_and_Neck_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD,9
row_244,244,"In Multiple Myeloma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",Follow-up duration for primary endpoint(s) in months | Overall,"[""maturity""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_244__In_Multiple_Myeloma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_im,2
row_245,245,"In Prostate Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,"[""control_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_245__In_Prostate_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,3
row_247,247,"For Cemiplimab trials, bucket trial phase into early (1/1b/2) vs late (3/4).",Trial phase,"[""phase_bucket""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_247__For_Cemiplimab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,1
row_248,248,"In Renal cell trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,"[""endpoint_role""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_248__In_Renal_cell_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,14
row_249,249,"In Non-Small Cell Lung Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,"[""primary_endpoint_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_249__In_Non_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS,10
row_250,250,"In Hepatocellular trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Number of arms,"[""arm_category""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_250__In_Hepatocellular_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,2
row_251,251,"In Mesothelioma combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,"[""combo_type_norm""]",/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_251__In_Mesothelioma_combination_therapy_trials_normalize_the_combination_type_to_standardized,1
